Rank,Company,Year,Country,Region,Industry,R&D (€ million),R&D one-year growth (%),Net sales (€ million),Net sales one-year growth (%),R&D intensity (%),Capex (€ million),Capex one-year growth (%),Capex intensity (%),Op. profits (€ million),Op. profits one-year growth (%),Profitability (%),Employees,Employees one-year growth (%),Market cap (€ million),Market cap one-year growth (%)
2064,EIGER BIOPHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,70.581316,16.8,12.642045,11.1,558.3,0.31877,51.1,2.5,-86.949221,20.5,-687.8,56,30.2,340.489212,31.4
2065,IMMUNOCORE,2022,UK,RoW,Pharmaceuticals & Biotechnology,70.42345,32.7,162.630627,442.0,43.3,2.021893,77.3,1.2,-51.642581,-66.3,-31.8,375,19.0,2171.759013,53.1
2066,ALEMBIC PHARMACEUTICALS,2022,India,RoW,Pharmaceuticals & Biotechnology,70.412451,-7.7,622.852463,5.1,11.3,99.874605,320.0,16.0,50.446364,-25.9,8.1,14593,19.5,1442.728827,-13.7
2067,SHENZEN TONGE,2022,China,China,Construction & Materials,70.400642,26.6,3493.024754,12.9,2.0,96.082216,5.3,2.8,514.039335,12.6,14.7,14974,19.5,1366.544628,0.7
2068,LOTES,2022,Taiwan,RoW,Electronic & Electrical Equipment,70.246061,13.3,827.375178,26.7,8.5,112.282948,1.3,13.6,233.2011,63.0,28.2,,,2370.896561,35.7
2069,BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY,2022,China,China,Construction & Materials,70.175952,-4.0,4039.871138,-2.1,1.7,566.706235,-6.2,14.0,422.925537,-43.8,10.5,12590,8.3,8062.040053,-26.2
2070,SEEGENE,2022,South Korea,RoW,Pharmaceuticals & Biotechnology,70.088228,25.4,631.47154,-37.7,11.1,53.600307,9.6,8.5,145.366597,-70.5,23.0,,,1219.004335,-52.1
2071,GENUS,2022,UK,RoW,Pharmaceuticals & Biotechnology,70.036496,4.6,780.35818,16.2,9.0,29.304446,-38.5,3.8,45.823555,-18.2,5.9,,,1872.417239,-57.6
2072,LONCIN MOTOR,2022,China,China,Automobiles & Parts,69.980059,45.0,1627.323545,-5.0,4.3,77.425517,-15.7,4.8,92.692187,81.2,5.7,8535,-5.4,1311.839154,27.3
2073,ATAI,2022,Netherlands,EU,Pharmaceuticals & Biotechnology,69.908149,52.4,0.218451,-98.9,32001.8,0.724733,346.8,331.8,-134.363455,5.7,-61507.4,119,,682.72102,-71.3
2074,SUPERNUS PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,69.896898,-17.6,625.574992,15.1,11.2,0.386274,-79.9,0.1,43.243971,-57.4,6.9,612,6.4,1716.804374,25.2
2075,LIGAND PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,69.893148,8.0,183.991265,-29.2,38.0,16.803869,104.6,9.1,2.847366,-96.2,1.5,76,-50.6,1462.402048,-29.3
2076,LYELL,2022,US,US,Pharmaceuticals & Biotechnology,69.852833,-41.8,79.395308,695.1,88.0,22.760182,-62.9,28.7,-180.065706,-23.5,-226.8,274,25.1,1556.750875,-56.1
2077,ALLEGION,2022,Ireland,EU,Household Goods & Home Construction,69.848145,1.6,3067.599292,14.1,2.3,60.003776,41.0,2.0,554.566148,2.6,18.1,12300,11.8,7831.803334,-35.3
2078,GUERBET,2022,France,EU,Pharmaceuticals & Biotechnology,69.834,8.1,753.275,2.9,9.3,43.835,16.9,5.8,-13.045,-125.9,-1.7,2839,4.0,243.97351,-43.9
2079,KEDALI,2022,China,China,Electronic & Electrical Equipment,69.786747,104.5,1154.321003,94.3,6.0,319.682254,100.2,27.7,169.657648,76.1,14.7,9420,70.0,2351.354375,-1.3
2080,RADIANT OPTO-ELECTRONICS,2022,Taiwan,RoW,Electronic & Electrical Equipment,69.750292,9.6,1792.22402,3.1,3.9,18.494258,-9.8,1.0,253.320271,10.4,14.1,,,1426.892667,1.5
2081,GUOTAI XINDIAN SOFTWARE,2022,China,China,Software & Computer Services,69.734916,6.8,375.505129,1.0,18.6,13.761154,31.7,3.7,68.196747,-10.6,18.2,7601,1.6,406.461693,
2082,ZHEJIANG CONSTRUCTION INVESTMENT GROUP,2022,China,China,Construction & Materials,69.732462,56.8,13055.98161,3.5,0.5,57.93312,-78.7,0.4,313.493774,-2.5,2.4,21351,1.7,1556.868042,535.6
2083,JANGHO GROUP,2022,China,China,Construction & Materials,69.70729,-13.8,2417.94869,-13.1,2.9,42.91218,-10.2,1.8,111.126777,-36.1,4.6,9441,-3.7,1289.42632,15.6
2084,NORTH INDUSTRIES GROUP RED ARROW,2022,China,China,Automobiles & Parts,69.680904,31.0,866.944004,-11.0,8.0,59.95989,-10.3,6.9,117.743372,43.6,13.6,8510,-0.9,5708.854612,61.3
2085,FIBOCOM WIRELESS,2022,China,China,Technology Hardware & Equipment,69.673185,29.8,752.322921,38.6,9.3,23.15768,-12.3,3.1,49.446775,-8.2,6.6,1907,15.9,1203.82504,-23.5
2086,AMBU,2022,Denmark,EU,Health Care Equipment & Services,69.655999,1.8,597.589311,10.7,11.7,21.246424,-10.2,3.6,-3.496247,-107.6,-0.6,4409,-3.8,2242.211781,-62.5
2087,HANG ZHOU IRON & STEEL,2022,China,China,Industrial Metals & Mining,69.640682,3.6,5732.430726,-13.0,1.2,109.997975,-26.2,1.9,26.938649,-88.4,0.5,3506,-2.2,1989.710532,-32.9
2088,INARI MEDICAL,2022,US,US,Health Care Equipment & Services,69.586566,45.5,359.526687,38.4,19.4,9.329649,-27.1,2.6,-26.34447,-359.1,-7.3,1100,37.5,3471.382244,-9.4
2089,TEAMVIEWER AG,2022,Germany,EU,Software & Computer Services,69.538,11.9,565.874,12.9,12.3,8.845,-41.9,1.6,156.125,17.0,27.6,1386,-6.2,1999.8515,-65.0
2090,IMPINJ,2022,US,US,Technology Hardware & Equipment,69.478747,15.7,241.70271,35.5,28.7,11.324775,-25.6,4.7,-18.358342,-44.9,-7.6,389,17.2,2142.85415,61.4
2091,ZIFF DAVIS,2022,US,US,Mobile Telecommunications,69.466558,-6.1,1304.141756,-1.8,5.3,99.525638,-6.7,7.6,186.518925,18.9,14.3,4400,-10.2,3419.235959,-45.1
2092,ZEPP HEALTH,2022,China,China,Personal Goods,69.40057,0.4,555.994496,-33.7,12.5,1.092163,-82.3,0.2,-55.056696,-536.7,-9.9,987,-19.6,59.011697,-82.8
2093,OPKO HEALTH,2022,US,US,Pharmaceuticals & Biotechnology,69.273421,-3.9,941.492997,-43.4,7.4,23.043325,-23.6,2.4,-212.125536,-1306.7,-22.5,4196,-27.2,1577.791727,-36.0
2094,LONKING HOLDINGS,2022,China,China,Industrial Engineering,69.252541,-17.1,1496.421734,-18.6,4.6,32.110926,-37.4,2.1,88.893637,-30.7,5.9,7762,-5.3,683.540691,-45.5
2095,HISAMITSU PHARMACEUTICAL,2022,Japan,Japan,Pharmaceuticals & Biotechnology,69.159553,-7.8,907.025604,6.8,7.6,55.546748,117.7,6.1,81.994888,24.2,9.0,2769,-0.5,2040.570793,-23.1
2096,SUN,2022,Japan,Japan,Industrial Engineering,69.129041,15.5,264.68702,0.7,26.1,6.428438,32.9,2.4,-12.590021,-230.9,-4.8,302,-74.2,402.114373,-30.3
2097,HANG XIAO STEEL,2022,China,China,Construction & Materials,69.066701,26.3,1306.0166,4.6,5.3,80.611151,7.2,6.2,69.416272,11.0,5.3,6767,14.6,1605.536739,37.8
2098,HUBEI JUMPCAN PHARMACEUTICAL,2022,China,China,Industrial Engineering,69.045527,2.0,1186.06528,17.9,5.8,32.700356,-1.9,2.8,310.016109,36.7,26.1,5025,-24.2,2749.034438,38.9
2099,ACLARIS THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,68.833706,93.3,27.894255,340.1,246.8,0.567223,96.4,2.0,-79.836899,30.2,-286.2,105,40.0,994.513395,6.9
2100,YGSOFT,2022,China,China,Software & Computer Services,68.755195,12.7,283.333121,11.1,24.3,9.864366,19.1,3.5,53.68458,20.2,18.9,4340,-2.9,1304.945928,17.2
2101,INSTRUCTURE,2022,US,US,Software & Computer Services,68.662133,22.6,445.522411,17.2,15.4,5.92631,48.4,1.3,-3.258017,-92.4,-0.7,1466,14.3,3024.29623,1.7
2102,ROCKCHIP ELECTRONICS,2022,China,China,Electronic & Electrical Equipment,68.563184,-0.8,270.6134,-25.3,25.3,18.965506,-31.0,7.0,21.401468,-65.6,7.9,915,5.8,2093.909714,-40.2
2103,SULZER,2022,Switzerland,RoW,Industrial Engineering,68.546149,-18.0,3229.183714,-9.0,2.1,62.148508,-22.7,1.9,162.175112,-38.8,5.0,12868,-6.9,2035.413063,-57.6
2104,AIM,2022,China,China,Pharmaceuticals & Biotechnology,68.507567,86.8,169.645436,-19.5,40.4,104.547088,-30.8,61.6,-52.601944,-34.7,-31.0,1576,-0.1,,
2105,GLOBUS MEDICAL,2022,US,US,Health Care Equipment & Services,68.45587,-25.0,958.97566,6.8,7.1,69.423431,30.1,7.2,221.499251,21.2,23.1,2600,8.3,5522.500497,-28.5
2106,ZHEJIANG ORIENT GENE BIOTECH,2022,China,China,Pharmaceuticals & Biotechnology,68.452594,19.0,1161.032347,-14.2,5.9,141.175503,107.1,12.2,369.699537,-53.2,31.8,2830,49.3,1026.994189,
2107,INDIVIOR,2022,UK,RoW,Pharmaceuticals & Biotechnology,68.441807,-11.0,844.740659,13.9,8.1,4.687795,25.0,0.6,-79.692515,-139.9,-9.4,953,7.7,2266.134273,41.2
2108,CHINA JUSHI,2022,China,China,Mining,68.429779,4.8,2333.750765,-6.7,2.9,744.442782,51.7,31.9,788.346203,-15.6,33.8,14111,5.9,7741.666441,-17.9
2109,FUJIAN LONGKING,2022,China,China,Electronic & Electrical Equipment,68.42303,10.3,1557.28939,5.7,4.4,86.597383,-64.2,5.6,176.147688,3.4,11.3,7268,-5.8,1738.959014,31.9
2110,ALKAMI TECHNOLOGY,2022,US,US,Software & Computer Services,68.41743,42.0,191.515176,34.2,35.7,0.990999,-5.6,0.5,-65.833517,63.6,-34.4,851,27.6,1237.599961,-47.0
2111,MITSUBISHI MATERIALS,2022,Japan,Japan,Industrial Metals & Mining,68.389151,-16.6,11491.95716,-10.3,0.6,499.913668,-1.0,4.4,336.107656,-2.6,2.9,18576,-21.7,1933.991774,-7.8
2112,EVERCOMMERCE,2022,US,US,Software & Computer Services,68.274921,45.0,581.985999,26.6,11.7,2.405776,-17.3,0.4,-28.68368,12.5,-4.9,2300,4.5,2123.418305,-46.3
2113,AVROBIO,2022,US,US,Pharmaceuticals & Biotechnology,68.269296,-12.4,0,,,0.250328,-89.2,#NUM!,-98.850595,-11.3,,78,-36.1,38.988579,-85.7
2114,GRAPHITE,2022,US,US,Pharmaceuticals & Biotechnology,68.242106,91.9,0,,,6.182264,14.9,,-99.042795,74.8,,120,73.9,180.647969,-83.0
2115,ANGEL YEAST,2022,China,China,Food Producers,68.235126,10.9,1704.123665,20.7,4.0,340.330427,27.5,20.0,219.237959,2.0,12.9,11707,5.7,5370.548183,21.2
2116,NINGBO CONSTRUCTION,2022,China,China,Construction & Materials,68.198185,0.2,2895.17065,2.2,2.4,21.43408,-2.8,0.7,88.130143,8.9,3.0,5255,-6.5,676.763961,37.0
2117,YONGXING,2022,China,China,Industrial Metals & Mining,68.190415,136.8,2058.805751,117.1,3.3,62.398,49.8,3.0,999.680537,677.1,48.6,2249,37.3,4971.613905,25.4
2118,BELIMO,2022,Switzerland,RoW,Industrial Engineering,68.13995,15.2,860.025688,10.7,7.9,43.350615,9.6,5.0,154.724399,4.8,18.0,2163,12.6,4646.514985,-22.1
2119,PAX GLOBAL TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,68.100428,10.7,968.142779,12.0,7.0,39.698443,-4.1,4.1,168.08903,15.6,17.4,1712,3.5,974.939647,-23.0
2120,KEYMED BIOSCIENCES,2022,China,China,Pharmaceuticals & Biotechnology,68.092336,41.7,13.428996,-9.3,507.1,37.419286,62.3,278.6,-64.266676,35.7,-478.6,613,88.6,1180.680828,-31.0
2121,BERKSHIRE GREY,2022,US,US,Industrial Engineering,68.048032,13.7,61.73826,29.5,110.2,2.936434,-23.0,4.8,-106.733591,-30.7,-172.9,280,-30.0,433.007093,-75.8
2122,OSAKA GAS,2022,Japan,Japan,"Gas, Water & Multiutilities",68.042823,1.3,16080.30659,43.4,0.4,1216.239842,-0.8,7.6,392.495487,-29.6,2.4,21017,0.3,6903.218433,13.6
2123,BGI GENOMICS,2022,China,China,Pharmaceuticals & Biotechnology,68.009994,1.6,941.636563,4.3,7.2,169.987257,230.3,18.1,146.934659,-38.7,15.6,4448,2.7,3329.857941,1.1
2124,KINGNET NETWORK,2022,China,China,Personal Goods,67.981658,50.2,497.631918,56.9,13.7,17.667605,-14.5,3.6,176.707727,65.4,35.5,1702,23.2,1700.020186,94.6
2125,GIGABYTE TECHNOLOGY,2022,Taiwan,RoW,Technology Hardware & Equipment,67.971348,-45.6,3274.911905,-12.0,2.1,34.253938,91.3,1.0,217.744597,-54.5,6.6,,,1667.18941,-2.2
2126,ANHUI WANWEI UPDATED HIGH TECH MATERIAL INDUSTRY,2022,China,China,Chemicals,67.938649,57.0,1252.328128,17.8,5.4,113.420482,-9.5,9.1,208.921723,22.7,16.7,4803,2.2,2088.40146,13.6
2127,OKI ELECTRIC,2022,Japan,Japan,Technology Hardware & Equipment,67.908532,-16.8,2608.739364,4.8,2.6,74.191909,-37.6,2.8,16.991269,-49.1,0.7,14452,-2.7,464.184325,-23.8
2128,CHANGHONG MEILING,2022,China,China,Household Goods & Home Construction,67.869647,5.3,2667.882245,15.6,2.5,37.063642,5.3,1.4,46.658121,-1301.2,1.7,14322,11.8,39.165043,-12.2
2129,OPTHEA,2022,Australia,RoW,Pharmaceuticals & Biotechnology,67.837016,245.3,0.085317,31.9,79511.7,0.015938,30.8,18.7,-90.511008,143.5,-106087.9,,,292.072461,-34.5
2130,FORMULA SYSTEMS 1985,2022,Israel,RoW,Software & Computer Services,67.625193,-7.0,2411.736456,7.0,2.8,20.685364,27.1,0.9,217.86996,11.7,9.0,22059,8.5,1357.765536,4.5
2131,TELIA,2022,Sweden,EU,Fixed Line Telecommunications,67.615237,287.6,8166.60797,2.8,0.8,1124.462982,-3.0,13.8,-831.163905,-160.5,-10.2,19237,-1.7,13818.71736,1.5
2132,GUODIAN NANJING AUTOMATION,2022,China,China,Electronic & Electrical Equipment,67.59298,15.0,928.135901,18.9,7.3,7.004583,26.4,0.8,75.246692,36.0,8.1,3667,-4.4,804.318036,0.6
2133,SEKISUI HOUSE,2022,Japan,Japan,Household Goods & Home Construction,67.583408,0.9,20700.75849,13.1,0.3,651.393234,11.1,3.1,1830.060038,12.8,8.8,29052,0.8,11488.46242,8.3
2134,QUANTUM-SI,2022,US,US,Pharmaceuticals & Biotechnology,67.562376,54.7,0,,,10.070321,86.4,,-116.108244,27.8,,196,28.1,349.363792,-67.1
2135,ADAGENE,2022,China,China,Pharmaceuticals & Biotechnology,67.54814,23.9,8.712735,-8.7,775.3,0.647853,-72.5,7.4,-78.680888,16.0,-903.1,248,-4.2,59.946918,-90.9
2136,H.U. GROUP,2022,Japan,Japan,Pharmaceuticals & Biotechnology,67.541001,31.2,1844.075714,-4.4,3.7,100.590574,-40.0,5.5,163.692924,-52.1,8.9,5437,-0.1,1151.521773,-12.7
2137,NOURYON COOPERATIEF,2022,Netherlands,EU,Real Estate Investment & Services,67.504248,-5.3,5413.465666,17.4,1.2,336.583681,19.7,6.2,660.041536,64.5,12.2,7700,-10.5,,
2138,ALBEMARLE,2022,US,US,Chemicals,67.486434,33.2,6863.029386,120.0,1.0,1182.867562,32.3,17.2,2346.353904,370.0,34.2,7400,23.3,29426.0602,13.4
2139,ESS,2022,Sweden,EU,Pharmaceuticals & Biotechnology,67.484559,137.8,0.838177,,8051.3,13.294586,412.5,1586.1,-98.904974,74.1,-11800.0,271,69.4,,
2140,XINYI SOLAR,2022,China,China,Construction & Materials,67.469906,73.6,2466.86098,27.9,2.7,755.687083,36.8,30.6,637.940575,-19.4,25.9,8459,19.6,11578.79556,-42.3
2141,WONDERS INFORMATION,2022,China,China,Software & Computer Services,67.324026,13.8,430.709048,-8.3,15.6,35.094849,19.9,8.1,-19.658676,-193.2,-4.6,5698,-7.4,1365.370273,-30.2
2142,BRASKEM,2022,Brazil,RoW,Chemicals,67.299703,26.3,17345.36877,-8.6,0.4,871.278964,41.7,5.0,767.729292,-82.9,4.4,8668,4.3,1890.836836,-53.8
2143,SHENZHEN KINWONG ELECTRONIC,2022,China,China,Electronic & Electrical Equipment,67.296819,16.7,1345.446284,9.6,5.0,253.409475,-20.8,18.8,172.093477,4.4,12.8,14480,0.1,2479.994004,-12.3
2144,KEBA,2022,Austria,EU,Technology Hardware & Equipment,67.132,20.7,537.652,29.4,12.5,,,,41.117,27.4,7.6,1841,4.8,,
2145,KINAXIS,2022,Canada,RoW,Software & Computer Services,67.02328,31.5,343.980083,46.3,19.5,17.109514,-46.1,5.0,26.177584,1355.0,7.6,,,2881.19613,-25.1
2146,CHINA MARINE INFORMATION ELECTRONICS,2022,China,China,Oil & Gas Producers,67.006881,7.2,568.883315,-12.0,11.8,44.631485,47.7,7.8,85.665058,-33.3,15.1,3742,2.9,1560.499389,-25.0
2147,ADAMA,2022,China,China,Chemicals,66.996951,11.9,4991.764753,20.5,1.3,357.957503,3.0,7.2,367.263172,43.6,7.4,9208,0.1,82.165519,0.4
2148,SHENZHEN KTC TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,66.981217,8.8,1548.489542,-1.9,4.3,32.107705,87.9,2.1,210.437305,56.1,13.6,6263,2.6,272.165081,
2149,PHATHOM PHARMACEUTICALS,2022,US,US,Pharmaceuticals & Biotechnology,66.980152,-1.2,0,,,0.975998,217.4,,-161.672673,27.7,,112,45.5,313.666222,-70.0
2150,INFOBIP,2022,UK,RoW,Support Services,66.976,21.0,1563.359,35.3,4.3,13.634,-19.4,0.9,-110.582723,23.4,-7.1,3179,0.0,,
2151,EOS HOLDING,2022,Germany,EU,Industrial Engineering,66.962,-3.9,318.609,15.6,21.0,,,,-17.013,-70.4,-5.3,1289,-3.6,,
2152,JAPAN DISPLAY,2022,Japan,Japan,Electronic & Electrical Equipment,66.834209,-1.8,1913.609868,-8.5,3.5,60.996111,20.5,3.2,-333.520799,291.4,-17.4,4776,-27.6,577.154997,168.1
2153,CSSC OFFSHORE & MARINE ENGINEERING,2022,China,China,Industrial Engineering,66.789002,-16.5,1686.003116,9.9,4.0,32.307268,-18.0,1.9,-32.922063,-567.7,-2.0,7504,0.5,554.532756,10.8
2154,IMMUNIC,2022,US,US,Pharmaceuticals & Biotechnology,66.777639,16.5,0,,,0.105006,67.2,,-112.027049,60.6,,66,20.0,127.521357,-47.4
2155,MITHRA PHARMACEUTICALS,2022,Belgium,EU,Pharmaceuticals & Biotechnology,66.761,-26.8,66.997,195.6,99.6,6.356,-44.6,9.5,-26.246,-70.1,-39.2,229,-7.7,376.611345,-58.8
2156,FLAT GLASS,2022,China,China,General Industrials,66.728059,30.3,2048.901928,77.0,3.3,1083.216426,114.2,52.9,326.881703,2.0,16.0,7693,35.5,1402.195894,-42.8
2157,YIFAN PHARMACEUTICAL,2022,China,China,Pharmaceuticals & Biotechnology,66.70346,-2.8,508.301248,-12.8,13.1,72.776104,-5.2,14.3,30.879188,-26.6,6.1,4338,1.2,1346.548002,-24.0
2158,NEXEN TIRE,2022,South Korea,RoW,Automobiles & Parts,66.698464,6.3,1921.596073,24.9,3.5,201.378044,134.7,10.5,-40.137212,-1335.3,-2.1,,,481.22164,-20.5
2159,BASILEA PHARMACEUTICA,2022,Switzerland,RoW,Pharmaceuticals & Biotechnology,66.620764,-17.2,124.2107,-7.0,53.6,3.186634,440.1,2.6,18.830388,1482.2,15.2,141,-8.4,514.149702,-18.1
2160,CONOCOPHILLIPS,2022,US,US,Oil & Gas Producers,66.566689,14.5,73592.75615,71.3,0.1,9524.661881,90.8,12.9,23693.05349,120.8,32.2,9500,-4.0,132728.3984,90.4
2161,HARMONY BIOSCIENCES,2022,US,US,Pharmaceuticals & Biotechnology,66.459807,133.4,410.514895,43.4,16.2,0.16126,-42.3,0.0,112.681465,37.3,27.4,200,11.1,2435.569143,34.5
2162,REVOLUT,2022,UK,RoW,Software & Computer Services,66.438498,88.8,719.831486,186.4,9.2,,,,66.858264,-129.4,9.3,4655,115.7,,
2163,NANOSTRING,2022,US,US,Pharmaceuticals & Biotechnology,66.417617,3.6,119.315633,-12.3,55.7,13.467097,126.3,11.3,-142.680541,40.6,-119.6,703,-8.2,591.093538,-76.2
2164,ELMOS SEMICONDUCTOR,2022,Germany,EU,Technology Hardware & Equipment,66.38,15.7,447.247,38.9,14.8,72.105,22.1,16.1,107.317,79.9,24.0,1200,4.8,750.480027,8.6
2165,YAKULT HONSHA,2022,Japan,Japan,Food Producers,66.304115,8.4,3414.305041,16.4,1.9,214.051822,13.3,6.3,457.612193,25.5,13.4,29880,2.1,9949.531532,29.8
2166,VERU,2022,US,US,Pharmaceuticals & Biotechnology,66.234889,116.1,36.897025,-35.8,179.5,0.687277,94.6,1.9,-78.026997,1430.5,-211.5,233,-7.5,1149.677093,72.2
2167,CHINA FEIHE,2022,China,China,Food Producers,66.214936,15.9,2860.042518,-6.4,2.3,203.825809,11.4,7.1,899.469759,-29.7,31.4,9489,4.4,6951.822054,-53.9
2168,ALTIMMUNE,2022,US,US,Pharmaceuticals & Biotechnology,66.133536,1.6,0,-100.0,,0.118132,-99.0,,-82.261426,-9.5,,52,10.6,1014.886558,81.9
2169,SHARECARE,2022,US,US,Software & Computer Services,66.123223,-5.3,414.790164,7.2,15.9,3.45678,52.2,0.8,-130.641346,63.1,-31.5,3485,6.3,,
2170,SHANGHAI PUDONG CONSTRUCTION,2022,China,China,Construction & Materials,66.108935,29.1,1881.639443,23.8,3.5,1.16611,-46.5,0.1,43.612866,7.5,2.3,1500,89.9,841.179893,5.9
2171,AUTOBIO DIAGNOSTICS,2022,China,China,Health Care Equipment & Services,66.105873,16.1,579.72926,18.3,11.4,125.928023,-12.0,21.7,165.644101,23.7,28.6,5505,9.4,3633.482813,-6.5
2172,ELAN MICROELECTRONICS,2022,Taiwan,RoW,Technology Hardware & Equipment,66.105145,-6.5,397.839245,-28.9,16.6,5.171534,10.4,1.3,86.372912,-50.2,21.7,,,900.88305,-38.3
2173,OJI,2022,Japan,Japan,Forestry & Paper,66.056738,1.5,12062.39449,16.1,0.5,665.154466,-4.6,5.5,599.486462,-27.6,5.0,37845,6.3,3993.447724,-3.3
2174,FULCRUM THERAPEUTICS,2022,US,US,Pharmaceuticals & Biotechnology,66.041655,39.4,5.945999,-66.9,1110.7,1.840428,14.6,31.0,-105.13224,38.3,-1768.1,89,-14.4,284.520912,-74.6
2175,RISKIFIED,2022,Israel,RoW,Software & Computer Services,66.035093,29.1,244.934476,14.0,27.0,5.743486,-50.0,2.3,-101.848909,96.1,-41.6,781,1.7,484.294984,-84.3
2176,SHENZHEN CAPCHEM TECHNOLOGY,2022,China,China,Electronic & Electrical Equipment,65.960117,33.4,1273.28229,40.6,5.2,236.133883,194.0,18.5,268.091815,31.6,21.1,3697,28.0,3020.963172,-30.8
2177,THE DESCARTES SYSTEMS,2022,Canada,RoW,Software & Computer Services,65.960088,12.4,455.666799,14.4,14.5,5.69192,25.7,1.2,122.361762,26.1,26.9,2083,12.0,5406.755246,-6.3
2178,PARDES,2022,US,US,Pharmaceuticals & Biotechnology,65.957275,149.9,0,,,,,,-93.584326,159.3,,57,90.0,205.087696,
2179,SOLID BIOSCIENCES,2022,US,US,Pharmaceuticals & Biotechnology,65.934774,55.9,7.588602,-40.6,868.9,2.82674,135.4,37.2,-88.509319,30.7,-1166.3,87,-16.3,67.798125,-75.8
2180,VIEW,2022,US,US,General Industrials,65.929148,-8.4,95.000978,36.9,69.4,14.782492,-39.6,15.6,-319.64574,-1.3,-336.5,728,-18.7,365.859684,-64.1
2181,SNAP-ON,2022,US,US,Household Goods & Home Construction,65.910397,-2.4,4540.129457,5.2,1.5,78.942467,20.1,1.7,1131.821224,7.4,24.9,12900,0.8,10880.31813,-4.4
2182,YUSYS TECHNOLOGIES,2022,China,China,Software & Computer Services,65.87829,14.9,572.282873,15.1,11.5,33.54236,1324.4,5.9,39.794051,-29.5,7.0,13148,2.9,1431.758178,31.5
2183,SHUANGLIANG ECO ENERGY SYSTEMS,2022,China,China,Industrial Engineering,65.877585,185.9,1906.531728,279.7,3.5,89.315445,-23.0,4.7,197.262359,182.7,10.3,5120,65.9,3485.449505,52.1
2184,YEXT,2022,US,US,Software & Computer Services,65.725698,2.6,375.820525,2.6,17.5,5.806302,-53.8,1.5,-60.780074,-27.9,-16.2,1200,-14.3,514.991664,-68.2
2185,SHANDONG BUCHANG PHARMACEUTICALS,2022,China,China,Pharmaceuticals & Biotechnology,65.693418,-20.0,1974.103482,-5.3,3.3,72.895816,25.3,3.7,-166.94992,-163.6,-8.5,8491,1.7,2671.865193,-7.5
2186,CHIMERIX,2022,US,US,Pharmaceuticals & Biotechnology,65.500684,-5.4,31.711995,1609.1,206.5,0.066566,-65.7,0.2,-56.615437,-65.2,-178.5,89,2.3,180.733511,-68.5
2187,GALAXY CORE,2022,China,China,Electronic & Electrical Equipment,65.500014,1.0,794.986821,-15.2,8.2,629.208513,22.8,79.1,113.295536,-47.9,14.3,1443,29.8,1737.265134,
2188,CANADIAN SOLAR,2022,Canada,RoW,Electronic & Electrical Equipment,65.462244,19.5,7002.262522,41.5,0.9,587.957312,46.3,8.4,348.304106,95.1,5.0,18423,36.1,2711.330854,30.4
2189,SKILLSOFT,2022,US,US,Software & Computer Services,65.437867,-1.4,520.461502,-2.2,12.6,4.606227,-29.1,0.9,-713.634283,1429.5,-137.1,2431,-17.4,494.944101,-59.0
2190,WINTERMUTE,2022,UK,RoW,Software & Computer Services,65.379739,639.4,684.198726,,9.6,,,,581.785995,,85.0,36,,,
2191,MAKINO MILLING MACHINE,2022,Japan,Japan,Industrial Engineering,65.357015,22.8,1611.37873,22.2,4.1,45.397221,-24.1,2.8,123.646114,54.8,7.7,4692,3.7,775.928767,7.4
2192,QINGDAO TOPSCOMM COMMUNICATION,2022,China,China,Technology Hardware & Equipment,65.304439,37.8,398.446604,10.9,16.4,26.81518,26.4,6.7,30.908311,23.8,7.8,4119,11.7,707.222686,9.0
2193,TALIS BIOMEDICAL,2022,US,US,Pharmaceuticals & Biotechnology,65.28317,-53.4,4.511533,-41.3,1447.0,1.514157,-43.6,33.6,-107.949605,-40.0,-2392.7,102,-57.9,22.46138,-88.4
2194,DONG-A ST,2022,South Korea,RoW,Pharmaceuticals & Biotechnology,65.232903,6.7,470.068751,7.1,13.9,50.948054,-14.4,10.8,12.334631,6.7,2.6,,,352.433239,-26.7
2195,LONGJIAN ROAD & BRIDGE,2022,China,China,Construction & Materials,65.205179,-21.3,2184.7582,11.9,3.0,132.686071,-3.8,6.1,110.483799,3.2,5.1,6113,3.2,427.516626,26.8
2196,SFS GROUP,2022,Switzerland,RoW,Electronic & Electrical Equipment,65.195004,5.9,2781.145771,44.3,2.3,151.512377,42.6,5.4,332.575762,10.8,12.0,13282,26.4,3614.514624,-27.4
2197,GRACELL BIOTECHNOLOGIES,2022,China,China,Pharmaceuticals & Biotechnology,65.141695,48.5,0,-100.0,#NUM!,6.493931,-14.7,#NUM!,-83.832483,34.7,#NUM!,314,-9.8,159.255696,-75.8
2198,ZETA GLOBAL,2022,US,US,Software & Computer Services,65.117222,7.7,554.060804,28.9,11.8,20.843811,134.5,3.8,-242.537137,7.1,-43.8,1604,11.9,1124.434253,16.3
