NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
CSN Energy,The leading SaaS platform for energy market,Europe,France,Paris,48.8752061,2.3225626,6.0,vivatech2019;energy tech;industrial technology,energy,energy providers,early growth,Goldman Sachs Asset Management,"private_equity,venture_capital",Paris
Homeys,Homeys allows professionals to save time in collecting data from the home and identify the most effective levers to reduce energy consumption in the building,Europe,France,Paris,48.8315196,2.3384476,1.1,climate tech;sustainable development goals,real estate;energy,real estate software;energy efficiency,early growth,Saint-Gobain;Sonergia,corporate;corporate,Paris
In Sun We Trust,Photovoltaic system installation and pre-installation solutions,Europe,France,Paris,48.84586,2.42452,17.14,solar energy;sustainable development goals;energy tech;industrial technology;climate tech,energy,clean energy;energy efficiency,early growth,Otovo;Axel Johnson;Greentech Verte,corporate;investment fund;venture_capital,Paris
Solairedirect,"Solar power provider, present on the photovoltaic value chain from module production to decentralized power network operation.",Europe,France,Paris,48.874291,2.321223,30.27,solar energy,energy,clean energy,seed,Aster Capital;Demeter Partners;Engie;Aglaé Ventures;TechFund,"venture_capital;private_equity,venture_capital;corporate;corporate_venture_fund,venture_capital;venture_capital",Paris
Qotto,Providing solar-powered energy solutions in West Africa,Europe,France,Paris,48.8855953,2.2592925,2.0,vivatech2019;solar energy;sustainable development goals;climate tech,telecom;energy,clean energy,late growth,Sowefund;Smartangels,crowdfunding;crowdfunding,Paris
B:bot by GreenBig,Seeks and finds innovative solutions in the field of recycling and the collaborative economy,Europe,France,Paris,48.8749912,2.2372148,6.0,sustainable development goals;climate tech,energy,waste solution,early growth,Greentech Verte;Crédit Agricole,venture_capital;corporate,Paris
Accenta,Develops a solution that combines inter-seasonal heat storage and algorithms to reduce energy consumption and CO2 emissions of the building,Europe,France,Paris,48.8281774,2.2398783,4.73,sustainable development goals;climate tech,energy,energy efficiency,early growth,Serena,venture_capital,Paris
Les Alchimistes,"Collect and compost organic waste from professionals, locally and on short circuits",Europe,France,Paris,48.9381436,2.3386786,2.4,organic waste;sustainable development goals;climate tech,food;energy,agritech;waste solution,early growth,Investir & +;Phitrust Europe;France Active;Phitrust Partenaires;Chameleon Invest;Greentech Verte,venture_capital;venture_capital;non-profit;venture_capital;corporate;venture_capital,Paris
Greenly,Makes carbon accounting simpler for SMEs and helps them focus on improving their climate impact,Europe,France,Paris,48.8339211,2.371345,24.18,loyalty program;sustainable development goals;carbon tracking & offset;green finance;climate tech,energy;enterprise software,waste solution,late growth,Amélie Caudron;Geoffroy Roux de Bézieux;Guillaume Amblard;Christian Couturier;Alexandre Prot;Bertrand Jelensperger;Thibault Lanthier;Energy Impact Partners (EIP);XAnge;Jean-Baptiste Rudelle,angel;angel;angel;angel;angel;angel;angel;venture_capital;venture_capital;angel,Paris
PowerUp,"PowerUp has developed a breakthrough technology based on more than ten years of research by CEA-LITEN (innovation laboratory for new energy technologies), as well as on a total of 9 patents. Our solutions aim to enhance the reliability and sustainability of lithium-ion batteries and electric systems",Europe,France,Paris,48.959184,2.4962507,5.0,lithium ion batteries;sustainable development goals;climate tech,energy,energy storage,early growth,Supernova Invest;Electricite De France;Wilco;Électricité de France (EDF group);EIT Climate-KIC,venture_capital;corporate;accelerator;corporate;accelerator,Paris
ZE Energy,"The first solution of hybrid solar power plants that store energy, suitable for Continental Europe",Europe,France,Paris,48.8671348,2.3343079,44.0,solar energy;sustainable development goals;climate tech,energy,energy storage;clean energy,early growth,High-Tech Gründerfonds;Demeter Partners;Everwatt;Marguerite Adviser;Sorégies,"venture_capital;private_equity,venture_capital;corporate;investment fund;corporate",Paris
Orege,"Provides manufacturers as well as municipal owners and operators effective solutions for the treatment and recycling of complex and toxic sludge plus savings, all in line with the new environmental and social regulatory requirements",Europe,France,Paris,48.7603222,2.0596791,8.0,sustainable development goals;pay per result;climate tech,energy,water,early growth,Adaxia Capital Partners,"private_equity,venture_capital",Paris
NHOA (Formerly Engie EPS),"Clean, Smart, Decentralised Energy Storage with hydrogen batteries",Europe,France,Paris,48.856614,2.3522219,26.8,hydrogen;battery;sustainable development goals;climate tech,energy,energy storage;energy efficiency;clean energy,late growth,360 Capital Partners;Intesa Sanpaolo;UniCredit;Four Partners;Ersel Asset Management;Engie;Taiwan Cement,venture_capital;corporate;corporate;venture_capital;venture_capital;corporate;corporate,Paris
Green Creative,The commercialization of innovative products in the field of waste treatment.,Europe,France,Paris,48.764956,2.496068,2.6,recycling;waste reduction;innovation management;mechanical solutions;sustainable development goals;climate tech,energy,waste solution;clean energy,early growth,Scientipole Ile-de-France Capital;Paris&Co;Alter Equity,"venture_capital;accelerator;private_equity,venture_capital",Paris
Electra,,Europe,France,Paris,48.856614,2.3522219,15.0,sustainable development goals;ev charging hardware;ev charging infrastructure,energy;transportation,energy storage,late growth,Serena;Eurazeo;Frst;Grégory Frapet;Thibault CHASSAGNE;Karim KADDOURA;Bertrand Altmayer;Demba Diallo,"venture_capital;private_equity,venture_capital;venture_capital;angel;angel;angel;angel;angel",Paris
Neoen,One of the leading producers of green power plants,Europe,France,Paris,48.8711312,2.2991978,68.18,solar energy;wind energy;sustainable development goals;verified unicorns and $1b exits;climate tech,energy,energy storage;energy providers;clean energy,late growth,Bpifrance;Omnes Capital;Crédit Agricole;Louis Dreyfus Natural Gas;Omnes Capital,"venture_capital;private_equity,venture_capital;corporate;corporate;venture_capital",Paris
Leosphere,Develops advanced optoelectronic devices,Europe,France,Paris,48.879082,2.324883,20.91,risk management;aviation & aerospace;wind energy;sustainable development goals;climate tech,energy,,late growth,Eurazeo;Electranova Capital;Wilco;Vaisala,"private_equity,venture_capital;corporate_venture_fund;accelerator;corporate",Paris
AVOB,AVOB is a specialist in optimising energy and reducing your bills,Europe,France,Paris,48.8316233,2.236357,3.0,api;optimization;energy tech;industrial technology,energy,,early growth,CapHorn Invest;CapHorn,venture_capital;venture_capital,Paris
Qarnot,Q.rad - the first computing heater embedding microprocessors as a heat source,Europe,France,Paris,48.816363,2.317384,10.74,smart home;smart building;cloud computing;sustainable development goals;cloud infrastructure;infrastructure services;climate tech,energy;enterprise software,energy efficiency;clean energy,late growth,European Innovation Council;Eurostars SME programme;Avolta Partners;Banque des Territoires;Caisse des depots;Engie Rassembleurs d’Energies;A/O Proptech;Groupe Casino;EIT Digital Accelerator;Ventech,government;government;advisor;investment fund;government;venture_capital;venture_capital;corporate;accelerator;venture_capital,Paris
Eficia,More energy efficient buildings,Europe,France,Paris,48.884333,2.321558,2.3,analytics;energy tech;industrial technology;sustainable development goals;climate tech,real estate;energy,energy efficiency,late growth,Aster Capital;Alter Equity;Aster,"venture_capital;private_equity,venture_capital;corporate",Paris
Stimergy,Using servers as a source of energy,Europe,France,Paris,48.8835471,2.3555137,2.75,sustainable development goals;climate tech,energy;hosting,energy efficiency,seed,Demeter Partners;Phitrust Impact Investors;Phitrust Partenaires;Aviva;IMPACT Partners;EIT Digital Accelerator,"private_equity,venture_capital;venture_capital;venture_capital;corporate;venture_capital;accelerator",Paris
Canibal,,Europe,France,Paris,48.9361187,2.2698953,2.2,recycling;waste reduction;game development;user behavior;packaging and containers;sustainable development goals;climate tech,gaming;energy,waste solution;clean energy,seed,Financieres Fonds Prives;Bpifrance;Smartangels,investment fund;venture_capital;crowdfunding,Paris
Plum Energie,The energy provider that helps you consume smarter and rewards your efforts when you save,Europe,France,Paris,48.856614,2.3522219,1.0,supply chain management;sustainable development goals;climate tech,energy,energy providers;clean energy,early growth,Bpifrance,venture_capital,Paris
Finalcad,"Collaborative platform for construction, energy & infrastructure companies to work in groups, run field activity and deal with the unexpected",Europe,France,Paris,48.8805435,2.3276079,65.82,predictive analytics;techscale200;missionfrenchtech;industry 4.0;construction tech;energy tech;industrial technology,real estate;energy,real estate software;real estate services;oil & gas;energy providers;construction,late growth,Serena;CapHorn Invest;Aster Capital;Molten Ventures (Formerly Draper Esprit);Cathay Innovation;Salesforce Ventures;Wilco;CapHorn;Cathay Capital;ADP,"venture_capital;venture_capital;venture_capital;venture_capital;venture_capital;corporate_venture_fund,venture_capital;accelerator;venture_capital;private_equity;corporate",Paris
EkWateur,Provides an innovative and truly seamless customer experience in a collaborative environment,Europe,France,Paris,48.8753655,2.3405004,45.94,vivatech2019;oil & gas;sustainable development goals;climate tech,energy,clean energy;energy providers,late growth,Lumo France;Aster Capital;BNP Paribas;Bouygues Telecom Initiatives;Sowefund;Aster;BNP Paribas Développement;Mantu;Mirai Venture;Smartangels;Bouygues Developpement;Vincent Guiheneuc;Greentech Verte;Quantum Pacific Capital;Aster,investment fund;venture_capital;corporate;investment fund;crowdfunding;corporate;corporate_venture_fund;corporate;corporate;crowdfunding;venture_capital;angel;venture_capital;corporate;corporate,Paris
Kayrros,The leading advanced data analytics company that helps market players make better decisions on energy and the environment,Europe,France,Paris,48.8790183,2.3379063,73.89,data analytics;techscale200;geopositioning;eic;alternative data;energy tech;industrial technology;space tech;sustainable development goals;climate tech;space downstream;space tech to energy;space tech to environment,energy;enterprise software,energy efficiency,late growth,Index Ventures;European Innovation Council;Cathay Innovation;Primwest;Korelya Capital;Marcel van Poecke;Cathay Capital;AtlasInvest;European Investment Bank;NewSpace Capital;Opera Tech Ventures,"venture_capital;government;venture_capital;family_office;venture_capital;angel;private_equity;venture_capital;government & non-profit;private_equity,venture_capital;corporate_venture_fund",Paris
Forsee Power,Specialist in lithium-ion battery systems for electric transport,Europe,France,Paris,48.8190379,2.373335,70.0,lithium ion batteries;mobility;sustainable development goals;ev battery tech;ev battery;climate tech,energy;transportation,energy storage,late growth,Eurazeo;European Investment Bank;Mitsui & Co;Bpifrance,"private_equity,venture_capital;government & non-profit;venture_capital;venture_capital",Paris
