NAME,TAGLINE,HQ REGION,HQ COUNTRY,HQ CITY kész,LATITUDE,LONGITUDE,TOTAL FUNDING (EUR M) kész,TAGS,INDUSTRIES,SUB INDUSTRIES,GROWTH STAGE,INVESTORS,EACH INVESTOR TYPES,Closest FUA
Greenbyte,Developed asset management platform for wind turbine and solar PV owners,Europe,Sweden,Gothenburg,57.709513,11.967057,5.0,solar energy;wind energy;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology;nordic impact 2021,energy,energy efficiency,late growth stage,Almi Invest;Korys;Power Factors,venture_capital;family_office;corporate,Gothenburg
Torqeedo,"Torqeedo, the leader in electric propulsion: sustainable, powerful, convenient. Join us in clean boating!",Europe,Germany,Munich,48.091502,11.283552,10.3,electric;green technology;app;delivery;testing;battery;solar energy;payment;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,Robert Bosch Venture Capital;Alpina Partners;DEUTZ AG,"corporate_venture_fund;private_equity,venture_capital;corporate",Munich
ANTECY,A process for production of fuels and chemicals out of ambient co2 and renewable energy,Europe,Netherlands,Amersfoort,52.177116,5.467554,2.0,fuel;oil & gas;oil & gas;solar energy;waste management,energy,clean energy,seed stage,Generation-E;EIT InnoEnergy,venture_capital;accelerator,Utrecht
Magic Recycle,Mobile Recycling and Cell Phone Reduction at the best price,Europe,France,Paris,48.825415,2.130544,1.4,recycling;phone;pricing;sustainable development goals;core sustainable impact;waste reduction;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,Inter Invest Capital,venture_capital,Paris
Fresh Energy,Green electricity provider,Europe,Germany,Berlin,52.526178,13.3889569,3.0,app;urban tech;sustainable development goals;affordable and clean energy (#7),energy,clean energy,seed stage,Innogy Ventures;Innogy Innovation Hub,corporate_venture_fund;accelerator,Berlin
H2p systems,Waste heat regeneration technology,Europe,France,Marseille,43.4503782,5.4565046,1.39,automotive;waste management;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,waste solution,seed stage,European Innovation Council,government,Marseille
Aziugo,Making Wind Projects More Bankable,Europe,France,Toulouse,43.575282,1.374659,1.33,wind energy;sustainable development goals;affordable and clean energy (#7),energy,clean energy,seed stage,European Innovation Council,government,Toulouse
Newheat,Thermal energy produced exclusively from solar thermal technologies,Europe,France,Bordeaux,44.8350088,-0.587269,1.8,solar energy;machinery manufacturing;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,Noria Invest;Ponticelli Frères,venture_capital;corporate,Bordeaux
TESVOLT,Commercial & Industrial Energy Storage,Europe,Germany,Berlin,51.8839,12.56374,5.23,lithium ion batteries;battery,energy,energy storage,early growth stage,European Innovation Council;Bmp Ventures,government;venture_capital,Leipzig
OptiWatti,"An application-controlled system that can manage electric and water-circulated heating, cooling, boilers and solar energy devises",Europe,Finland,Helsinki,60.1623622,24.7244659,4.0,affordable and clean energy (#7);responsible consumption and production (#12);climate action (#13);sustainable development goals;nordic impact 2021,energy,energy efficiency,early growth stage,Taaleri Kiertotalous;Butterfly Ventures,angel;venture_capital,Helsinki
Ampyx Power,Develops aircraft products that will generate cheaper and more efficient energy,Europe,Netherlands,The Hague,52.0636303,4.3169302,2.14,energy efficiency;aerospace;airplanes;aviation & aerospace;sustainable development goals;wind energy,energy,clean energy,late growth stage,Oneplanetcrowd;Mainport Innovation Fund;ScaleUpNation;SHIFT Invest;Stimuleringsfonds Volkshuisvesting Nederlandse,crowdfunding;venture_capital;accelerator;venture_capital;venture_capital,The Hague
Geo-En,Turnkey high-tech heating and cooling solutions,Europe,Germany,Berlin,52.5338919,13.4109076,4.0,monitoring;heating;building;simulation;geothermal energy;analytics;cooling tech;system engineering,energy,energy efficiency,seed stage,IBB Ventures;ECAPITAL;GASAG Berliner Gaswerke AG,venture_capital;venture_capital;corporate,Berlin
Sungevity Netherlands,Develops remote solar designs and installation services for home solar electric systems,Europe,Netherlands,Amsterdam,52.363326,4.978385,247.27,startupamsterdam;performance management;solar energy;sustainable development goals;core sustainable impact;monitoring;pay per result;affordable and clean energy (#7);climate action (#13),energy,clean energy,late growth stage,Firelake Capital Management;Vision Ridge Partners;GE Ventures;CCM Energy;Jetstream Capital;Apollo Investment Corporation;Engie Rassembleurs d’Energies,venture_capital;venture_capital;corporate_venture_fund;venture_capital;venture_capital;venture_capital;venture_capital,Amsterdam
Nerve Smart Systems,Develops battery management system that allows controlled and optimized battery cell management,Europe,Denmark,Copenhagen,55.6473739,12.1426152,2.47,lithium ion batteries;battery;affordable and clean energy (#7);industry innovation and infrastructure (#9);responsible consumption and production (#12);sustainable development goals;nordic impact 2021,energy,energy storage,early growth stage,European Innovation Council,government,Copenhagen
Sunchem,Sunchem is an industrial research and develop company operating in the sector of genetic applied to plant for energy purposes,Europe,Netherlands,Amsterdam,52.3679843,4.9035614,1.17,biofuel;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,seed stage,European Innovation Council,government,Amsterdam
The Ocean Cleanup,Develops technologies that prevent oceanic plastic pollution,Europe,Netherlands,Rotterdam,51.9207988,4.468425,32.05,charity;plastic;engineering services;sustainable development goals;core sustainable impact;pollution;life below water (#14);sustainable cities and communities (#11);clean water and sanitation (#6);climate action (#13);recycling;waste reduction,energy,waste solution,late growth stage,Seeds;Peter Thiel;Marc Benioff,crowdfunding;angel;angel,Rotterdam
Cryo Pur,Cryogenic biogas upgrading and biomethane liquefaction,Europe,France,Paris,48.7203769,2.271262,6.0,energy efficiency;biofuel;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,clean energy,early growth stage,Xerys,"private_equity,venture_capital",Paris
Kleuster,Innovative electric vehicles adapted to the needs of professionals,Europe,France,Lyon,45.804302,4.777784,1.7,electric;vehicle;sustainable development goals;affordable and clean energy (#7);climate action (#13),energy,vehicle production,seed stage,Crédit Agricole;Bpifrance,corporate;venture_capital,Lyon
Elmodis,End-to-end IoT solution that monitors performance and improves operating efficiency of industrial machines,Europe,Poland,Cracow,50.048362,19.967337,4.68,predictive maintenance;sustainable development goals;industrial analytics;industrial technology;manufacturing tech,energy,energy efficiency,early growth stage,Innovation Nest;Intel Capital;SET Ventures;PFR Ventures,"venture_capital;corporate_venture_fund;venture_capital;corporate_venture_fund,private_equity,venture_capital",Cracow
Plejd,Developing smart connected lighting solutions,Europe,Sweden,Gothenburg,57.6708332,12.0089496,3.67,home automation;entertainment;user experience;smart city;consumer electronics;smart home;iot;smart tech;system engineering;sustainable development goals;core sustainable impact;affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13);nordic impact 2021,energy,energy efficiency,late growth stage,Almi Invest,venture_capital,Gothenburg
Eqinov,Demand side management operator,Europe,France,Paris,48.8244862,2.2651859,1.5,consulting services;saas;platform;sustainable development goals;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology,energy,,late growth stage,Newfund,venture_capital,Paris
3Wayste,Specializes in technology and services related to the environment,Europe,France,Saint-Etienne,45.085986,3.838208,6.0,recycling;waste reduction;sustainable development goals;core sustainable impact;green technology;affordable and clean energy (#7);responsible consumption and production (#12);climate action (#13),energy,,seed stage,Energipole Group,venture_capital,Lyon
Zehus,Smartly manages the electric power,Europe,Italy,Milan,45.490443,9.212074,5.42,bike;battery;sustainable development goals;core sustainable impact;electric vehicle;sustainable cities and communities (#11);affordable and clean energy (#7);climate action (#13),energy,mobility,early growth stage,CDP Venture Capital;Vittoria Industries;European Innovation Council;M31 Italia Srl,venture_capital;corporate;government;venture_capital,Milan
GFM Fotovoltaica,"GFM, Soluciones de Energía solar GFM fotovoltaica",Europe,Spain,Toledo,39.86183,-4.02524,1.46,eco-friendly;ecologically friendly;solar energy,energy,clean energy,early growth stage,,,Madrid
Sadako Technologies,"Engineering start-up specialized in detection systems for industrial, security and disarmament purposes",Europe,Spain,Barcelona,41.3568606,2.1106617,2.16,sustainable development goals;nuclear fission;industrial connectivity;industrial technology;waste treatment robots;industrial robotics,energy,waste solution,early growth stage,European Innovation Council;Creas;Asimov Ventures;Nvidia;EIT InnoEnergy,"government;private_equity,venture_capital;venture_capital;corporate;accelerator",Barcelona
Schwungrad energie,Specializes in the installation and operation of high energy battery/flywheel storage plant,Europe,Ireland,Dublin,53.3498053,-6.2603097,1.37,sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13),energy,energy storage,seed stage,European Innovation Council;Horizon 2020 FTI (Fast Track to Innovation),government;venture_capital,Dublin
PowerCell Sweden,Develops and produces fuel cell stacks and systems,Europe,Sweden,Gothenburg,57.7057493,11.8857162,41.83,sustainable development goals;core sustainable impact;hydrogen;truck;affordable and clean energy (#7);climate action (#13);nordic impact 2021,energy,water,late growth stage,Swedish Energy Agency;OCA Ventures,corporate;venture_capital,Gothenburg
QOS Energy,Builds software analytics solutions for managing renewable energy use by collecting data from sensors,Europe,France,Nantes,47.286359,-1.542741,3.0,monitoring;storage;analytics;sensor;sustainable development goals;core sustainable impact;affordable and clean energy (#7);climate action (#13);energy tech;industrial technology,energy,energy efficiency,late growth stage,Environmental Technologies Fund;GO Capital;ETF Partners,venture_capital;venture_capital;venture_capital,Nantes
